,metro,city,stnPlace,stnAddr,rapidCnt,slowCnt,carType
347,서울특별시,서초구,서초동일하이빌,서울특별시 서초구 서초동 1542-1,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
348,서울특별시,서초구,서초롯데캐슬84,서울특별시 서초구 서초동 1642-14,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
349,서울특별시,서초구,서초롯데캐슬프레지던트,서울특별시 서초구 서초동 1681-8,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
350,서울특별시,서초구,서초리젠 아파트,서울특별시 서초구 서초동 1444-19,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
351,서울특별시,서초구,서초아크빌,서울특별시 서초구 서초동 1568-1,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
352,서울특별시,서초구,서초지사,서울특별시 서초구 효령로 72길 60,6,7,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
353,서울특별시,서초구,서초포레스타5단지,서울특별시 서초구 신원동 374,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
354,서울특별시,서초구,서초호반써밋아파트,서울특별시 서초구 우면동 753,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
355,서울특별시,서초구,서초힐스 아파트,서울특별시 서초구 우면동 773,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
356,서울특별시,서초구,신세계 강남점,서울특별시 서초구 반포동 19-3,2,0,"SM3 Z.E,테슬라"
357,서울특별시,서초구,아크로리버파크,서울특별시 서초구 반포동 2-12,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
358,서울특별시,서초구,양재리본타워2단지아파트,서울특별시 서초구 양재동 212,0,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
359,서울특별시,서초구,양재하이브랜드,서울특별시 서초구 양재동 215,4,0,"SM3 Z.E,테슬라"
360,서울특별시,서초구,예술의 전당,서울특별시 서초구 서초동 산 130-19,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
361,서울특별시,서초구,월드메르디앙 아파트,서울특별시 서초구 서초동 1549-3,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
362,서울특별시,서초구,잠원동방음언덕형 공영주차장,서울특별시 서초구 잠원동 10-33,1,0,"SM3 Z.E,테슬라"
363,서울특별시,서초구,태남빌딩 주차장,서울특별시 서초구 잠원로3길 40,1,0,"SM3 Z.E,테슬라"
364,서울특별시,서초구,한국연구재단,서울특별시 서초구 염곡동 304-3,2,0,"SM3 Z.E,테슬라"
365,서울특별시,서초구,현대ESA아파트,서울특별시 서초구 서초동 1338,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
366,서울특별시,성동구,e편한세상 금호파크힐스,서울특별시 성동구 금호동1가 1823,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
367,서울특별시,성동구,광진성동지사,서울특별시 성동구 마장로27길 13,1,7,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
368,서울특별시,성동구,금호스포츠센터,서울특별시 성동구 금호동4가 56,1,0,"SM3 Z.E,테슬라"
369,서울특별시,성동구,금호자이1차,서울특별시 성동구 금호동2가 금호로 117,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
370,서울특별시,성동구,뚝섬유수지 공영주차장,서울특별시 성동구 성수동1가 685-63,11,0,"SM3 Z.E,테슬라"
371,서울특별시,성동구,리버그린동아 아파트,서울특별시 성동구 응봉동 고산자로4길 34,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
372,서울특별시,성동구,서울 새활용플라자,서울특별시 성동구 자동차시장길 49,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
373,서울특별시,성동구,서울숲M타워,서울특별시 성동구 성수동1가 656-334,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
374,서울특별시,성동구,서울숲SK V1 타워,서울특별시 성동구 성수동2가 284-55,6,0,"SM3 Z.E,테슬라"
375,서울특별시,성동구,서울숲푸르지오 아파트,서울특별시 성동구 금호동4가 금호로 15,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
376,서울특별시,성동구,성수2차대우 아파트,서울특별시 성동구 성수동1가 상원6길 16,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
377,서울특별시,성동구,성수동아이파크 아파트,서울특별시 성동구 성수동2가 성수이로 137,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
378,서울특별시,성동구,센트라스 1획지,서울특별시 성동구 하왕십리동 843,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
379,서울특별시,성동구,센트라스 2획지,서울특별시 성동구 상왕십리동 289-5,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
380,서울특별시,성동구,센트라스 3획지,서울특별시 성동구 상왕십리동 302-2,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
381,서울특별시,성동구,센트라스 6획지,서울특별시 성동구 하왕십리동 674-1,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
382,서울특별시,성동구,한양대학교,서울특별시 성동구 사근동 110,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
383,서울특별시,성동구,행당한진타운,서울특별시 성동구 행당동 행당로 82,2,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
384,서울특별시,성북구,고려대학교,서울특별시 성북구 안암동5가 1-2 (고려대학교안암캠퍼스),2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
385,서울특별시,성북구,고려대학교(자연과학),서울특별시 성북구 안암동5가 126-16 (고려대학교안암캠퍼스),1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
386,서울특별시,성북구,국민대학교,서울특별시 성북구 정릉동 861-1,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
387,서울특별시,성북구,금호어울림 센터힐 아파트,서울특별시 성북구 돈암동 643,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
388,서울특별시,성북구,길음래미안3차,서울특별시 성북구 길음동 1283,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
389,서울특별시,성북구,꿈의숲대명루첸 아파트,서울특별시 성북구 장위동 317,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
390,서울특별시,성북구,대림 샹그레빌,서울특별시 성북구 하월곡동 224,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
391,서울특별시,성북구,돈암더샵아파트,서울특별시 성북구 돈암동 603,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
392,서울특별시,성북구,돈암일신건영휴먼빌 아파트,서울특별시 성북구 돈암동 524,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
393,서울특별시,성북구,돈암현대,서울특별시 성북구 돈암동 1-3,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
394,서울특별시,성북구,동일하이빌뉴시티 아파트,서울특별시 성북구 하월곡동 88-387,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
395,서울특별시,성북구,래미안아트리지,서울특별시 성북구 석관동 410,0,10,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
396,서울특별시,성북구,보문하우스토리,서울특별시 성북구 보문동4가 116,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
397,서울특별시,성북구,브라운스톤돈암아파트,서울특별시 성북구 돈암동 636,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
398,서울특별시,성북구,삼선 SK뷰 아파트,서울특별시 성북구 삼선동3가 116,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
399,서울특별시,성북구,삼선푸르지오 아파트,서울특별시 성북구 삼선동2가 425,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
400,서울특별시,성북구,삼선힐스테이트,서울특별시 성북구 삼선동2가 420,0,3,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
401,서울특별시,성북구,석관두산 아파트,서울특별시 성북구 석관동 10,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
402,서울특별시,성북구,성북동아에코빌아파트,서울특별시 성북구 상월곡동 101,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
403,서울특별시,성북구,정릉2차 e편한세상 아파트,서울특별시 성북구 정릉동 1035,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
404,서울특별시,성북구,정릉e편한세상 아파트,서울특별시 성북구 정릉동 1028,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
405,서울특별시,성북구,정릉풍림아이원,서울특별시 성북구 정릉동 239,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
406,서울특별시,성북구,종암삼성래미안,서울특별시 성북구 종암동 80,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
407,서울특별시,성북구,한신휴아파트,서울특별시 성북구 동소문동7가 23,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
408,서울특별시,성북구,현대백화점 미아점,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)",4,0,"SM3 Z.E,테슬라"
409,서울특별시,송파구,가락2동 주민센터,서울특별시 송파구 가락동 154,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
410,서울특별시,송파구,가락시장,서울특별시 송파구 양재대로 932,3,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
411,서울특별시,송파구,가락쌍용1차 아파트,서울특별시 송파구 가락동 동남로 193,2,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
412,서울특별시,송파구,가락우성2차 아파트,서울특별시 송파구 가락동 중대로12길 35,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
413,서울특별시,송파구,갤러리아팰리스,서울특별시 송파구 잠실동 40,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
414,서울특별시,송파구,거여1단지 아파트,서울특별시 송파구 거여동 양산로8길 8,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
415,서울특별시,송파구,거여2동 주민센터,서울특별시 송파구 거여동 195-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
416,서울특별시,송파구,거여4단지 아파트,서울특별시 송파구 거여동 양산로4길 8,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
417,서울특별시,송파구,거여5단지 아파트,서울특별시 송파구 거여동 양산로4길 16,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
418,서울특별시,송파구,더샵스타리버 아파트,서울특별시 송파구 올림픽로35길 93,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
419,서울특별시,송파구,레이크팰리스,서울특별시 송파구 잠실동 잠실로 88,2,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
420,서울특별시,송파구,리센츠 아파트,서울특별시 송파구 올림픽로 135,2,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
421,서울특별시,송파구,마천동1공영주차장,서울특별시 송파구 성내천로43길 6,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
422,서울특별시,송파구,문정근린공원 공영주차장,서울특별시 송파구 문정동 38-3,1,0,"SM3 Z.E,테슬라"
423,서울특별시,송파구,문정래미안아파트,서울특별시 송파구 문정동 문정로 83,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
424,서울특별시,송파구,방이동숙소,서울특별시 송파구 오금로 27길 29,0,2,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
425,서울특별시,송파구,삼전동 공영주차장,서울특별시 송파구 삼전동 175-8,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
426,서울특별시,송파구,송파공영주차장,서울특별시 송파구 송파동 128,1,0,"SM3 Z.E,테슬라"
427,서울특별시,송파구,송파구청,서울특별시 송파구 신천동 29-5 송파구청 앞,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
428,서울특별시,송파구,송파꿈에그린(위례24단지),서울특별시 송파구 장지동 901,2,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
429,서울특별시,송파구,송파더센트레,서울특별시 송파구 장지동 879,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
430,서울특별시,송파구,송파도서관,서울특별시 송파구 오금동 51,1,0,"SM3 Z.E,테슬라"
431,서울특별시,송파구,송파삼성래미안,서울특별시 송파구 송파동 오금로32길 14,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
432,서울특별시,송파구,송파성원상떼빌,서울특별시 송파구 가락동 송파대로28길 27,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
433,서울특별시,송파구,송파와이즈더샵,서울특별시 송파구 장지동 위례광장로 270,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
434,서울특별시,송파구,송파파인타운10단지,서울특별시 송파구 장지동 송파대로8길 20,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
435,서울특별시,송파구,송파파인타운1단지아파트,서울특별시 송파구 장지동 833,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
436,서울특별시,송파구,송파파인타운5단지,서울특별시 송파구 장지동 충민로4길 5,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
437,서울특별시,송파구,송파파인타운6단지 아파트,서울특별시 송파구 충민로6길 14,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
438,서울특별시,송파구,송파파인타운7단지,서울특별시 송파구 충민로 4길 19,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
439,서울특별시,송파구,송파파인타운9단지,서울특별시 송파구 송파대로 8길 17,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
440,서울특별시,송파구,송파파크데일1단지 아파트,서울특별시 송파구 마천동 성내천로37길 37,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
441,서울특별시,송파구,송파파크데일2단지,서울특별시 송파구 마천동 성내천로47길 38,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
442,서울특별시,송파구,송파현대힐스테이트,서울특별시 송파구 풍납동 풍성로26길 31,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
443,서울특별시,송파구,쌍용스윗닷홈 거여1차 아파트,서울특별시 송파구 거여동 28,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
444,서울특별시,송파구,오금공원,서울특별시 송파구 오금동 51,1,0,"SM3 Z.E,테슬라"
445,서울특별시,송파구,위례 포레샤인 23단지,서울특별시 송파구 장지동 380-1,2,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
446,서울특별시,송파구,위례송파푸르지오 아파트,서울특별시 송파구 장지동 위례광장로 185,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
447,서울특별시,송파구,위례스타힐스,서울특별시 송파구 장지동 위례광장로 215,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
448,서울특별시,송파구,잠실롯데캐슬골드 아파트,서울특별시 송파구 신천동 올림픽로 269,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
449,서울특별시,송파구,잠실파크인수,서울특별시 송파구 잠실동 250-5,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
450,서울특별시,송파구,잠실한양3차 아파트,서울특별시 송파구 방이동 양재대로 1089,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
451,서울특별시,송파구,풍납쌍용,서울특별시 송파구 풍납동 올림픽로47길 9,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
452,서울특별시,송파구,한강극동아파트,서울특별시 송파구 풍납동 토성로 38-6,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
453,서울특별시,송파구,한국광고문화회관,서울특별시 송파구 신천동 7-11,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
454,서울특별시,송파구,호수임광아파트,서울특별시 송파구 송파동 송파대로48길 29,0,2,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
455,서울특별시,양천구,가로공원 공영주차장,서울특별시 양천구 신월동 263,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
456,서울특별시,양천구,강서수도사업소,서울특별시 양천구 신정동 319-15,1,0,"SM3 Z.E,테슬라"
457,서울특별시,양천구,강서양천지사,서울특별시 양천구 신정동 319-1,1,7,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
458,서울특별시,양천구,경창시장 고객주차장,서울특별시 양천구 신월동 446-4,1,0,"SM3 Z.E,테슬라"
459,서울특별시,양천구,등마루 공영주차장,서울특별시 양천구 목동 965-1,1,0,"SM3 Z.E,테슬라"
460,서울특별시,양천구,목동 현대하이페리온2아파트,서울특별시 양천구 목동 961,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
461,서울특별시,양천구,목동2차우성아파트,서울특별시 양천구 신정동 337,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
462,서울특별시,양천구,목동삼성쉐르빌1,서울특별시 양천구 신정동 318-10,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
463,서울특별시,양천구,목동트윈빌,서울특별시 양천구 목동 905-22,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
464,서울특별시,양천구,목동힐스테이트아파트,서울특별시 양천구 신정동 중앙로36길 15,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
